Keyword,URL,Likes,Comments,Type,Caption,Views,Language,Posted Date,Theme,Tone,CTA Present,Paid,Color,Music,Followers
Gold,https://www.instagram.com/p/DHq_2ynt6c0/?hl=en&img_index=1,192,1,Carousel,"Sweets on the table, laughter in the air, and hearts brimming with celebration. Eid mornings shine brighter when family gathers in love and gold.

#EidInGold",,English,2025-03-26,Festival,"Professional,Luxury",FALSE,FALSE,Dark,Null,173000
Gold,https://www.instagram.com/p/DHEJhUxsa9b/?hl=en&img_index=5,89,3,Carousel,"Our Ravaz Bridal Collection celebrates the art of fine gold jewelry, each piece woven with stories of tradition, love, and unmatched artistry.",,English,2025-03-11,Bridal,"Professional,Luxury",FALSE,FALSE,Dark,Null,173000
Pendant,https://www.instagram.com/reel/DQx_WIUkjbx/?hl=en,151,1,Reel,"22kt 916Hm Gandaberunda pendant
Dm on WhatsApp for order 8147195223
#gandaberundapendant #pendant #goldpendant",18000,English,2025-11-07,Traditional,Professional,TRUE,FALSE,Cool,Regional,399000
Earrings,https://www.instagram.com/reel/DQrxPJ6k7vv/?hl=en,388,6,Reel,"A new sparkle joins the Ratan family 💫
We’re excited to introduce our new page — @ratan.diamonds ✨

Your new destination for premium natural & lab-grown diamonds,
available online & offline, with delivery all over India 🇮🇳
Dm on WhatsApp for order
8147195223

#ratanjewels #ratandiamonds #diamond #diamondstuds #giftingitem #gifts #earrings #goldearrings",37800,English,2025-11-06,Minimal,Affordable,TRUE,FALSE,Warm,Instrumental,399000
Earrings,https://www.instagram.com/p/DQ1TR47k6mm/?hl=en,1440,7,Carousel,"BIS 916 hallmark light weight traditional earring collection

#harshjewels_ #lightweightjewellery #traditionalearrings #earringcollection #karnatakajewellery #lightweightgoldjewellery #earringstagram🔝 #earringoftheday",,English,2025-11-10,Traditional,Professional,FALSE,FALSE,Warm,Null,548000
Bangles,https://www.instagram.com/p/DNnKMpURgZw/?hl=en,14700,113,Reel,#ring #wedding #bangles #polkijewellery #love #templejewellery #cincinemas #perhiasanemas #trending #jewels #indianbride #jewelrydesigner #kalungemas #goldrings #antingemas #instagram #goldbracelet #jewelleryaddict #southindianjewellery #bracelet #fashionjewellery #designerjewellery #finejewelry #diamondjewelry #handmadejewelry #goldjewellerydesign #jewelrydesign #diamondring #accessories #handmadejewellery,853000,English,2025-08-21,"Minimal,Casual",Affordable,FALSE,FALSE,Warm,Regional,353000
Jewelrydesign,https://www.instagram.com/p/DQy82rKE9j0/?hl=en,212,13,Reel,#beautiful #art #weddingring #ruby #handmadejewelry #design #gemstone #jewellerydesign #cincinberlian #sapphire #emas #instagood #gemstones #diamondearrings #diamondnecklace #instajewelry #berlianeropa #gems #pendant #whitegold #engagement #cincin #beauty #goldjewellery #customjewelry #bridaljewellery #instagram #diamondsph #perhiasan #kgold,17400,English,2025-11-08,Traditional,Professional,FALSE,FALSE,Warm,Bollywood,353000
Gold,https://www.instagram.com/p/DPqUFxzjVNX/?hl=en,26100,52,Reel,"Hallmark Gold earrings
Flat ₹8000-₹9000/- only
Gold tops,baby earrings",2700000,English,2025-10-11,"Minimal,Casual",Affordable,FALSE,TRUE,Warm,Regional,20300
Gold,https://www.instagram.com/p/DPLnsDyERJU/?hl=en,243,6,Reel,"Baby bangles 5.14gm pair
Girlish kanghan adjustable design
Gold kanghan ,gold baby bangles ,gold child kada",31100,Hinglish,2025-09-29,"Minimal,Casual",Playful,FALSE,FALSE,Warm,Bollywood,20300
Jewellery,https://www.instagram.com/p/DQTavCkk7bS/?hl=en,509,5,Reel,"We wanted to reimagine our classics — not change them, but let them breathe a little.
So we blended Kiya likfang and Marei into one stunning contemporary necklace — a fusion that feels familiar yet refreshingly new.

It’s tradition… but with a modern soul.

What do you think about the twist? Comment down below 👇

#gomtijewellery #gomtijewellerydesigns #jewellery #gomtioriginals #reels #manipuriweddings",35500,English,2025-10-27,"Contemporary,Luxury","Luxury,Professional",FALSE,FALSE,"Dark,Warm",Instrumental,18800
Jewellery,https://www.instagram.com/p/DPVu5v1E9xH/?hl=en,386,8,Reel,"If it’s a pearl, it’s obviously Gomti.
Another gem from the Gomti Pearl Collection ✨🦪

#gomtijewellery #gomtijewellerydesigns #manipur #manipuriweddings #pearl #earrings",31300,English,2025-10-03,"Contemporary,Luxury","Luxury,Professional",FALSE,FALSE,"Dark,Warm",Instrumental,18800
Jewellery,https://www.instagram.com/p/DOQtZLLk-mC/?hl=en,343,2,Reel,"Behind every masterpiece lies countless hours of dedication, sketches, and hands that craft with heart.
Every stroke of pencil, every touch of hand, every polish of shine — all to create the masterpiece you’ll treasure forever.
What you see is beauty, what we feel is emotion, what we create is art.✨️

#gomtijewellerydesigns
#GomtiOriginals #gomtijewellery #manipuriweddings #gomtikihom",28400,English,2025-09-06,Other,Professional,FALSE,FALSE,"Dark,Warm",Instrumental,18800
Jewellery,https://www.instagram.com/p/DQUcDYUktJA/?hl=en,1263,11,Reel,"Beautiful Ring’s… 😍

#jewellery #luxuryjewelry #puregold #trendingreels #jewelry #weddingrings💍
",49600,English,2025-10-27,Bridal,Playful,FALSE,FALSE,Pastel,Bollywood,21300
Jewellery,https://www.instagram.com/p/DMszN7czlEx/?hl=en,411,22,Reel,"💫 Handcrafted 18k Gold.

18K gold, ruby accents, handcrafted finish, sleek profile, versatile wear, luxe detailing, premium polish, traditional touch, contemporary edge

#18KGold #GoldBangles #LuxuryStyle #JewelryGoals #StackInStyle #DesiLuxury #Goldvibes",28300,English,2025-07-29,"Contemporary,Traditional","Professional,Luxury",FALSE,FALSE,Warm,Regional,21300
Jewellery,https://www.instagram.com/p/DQwbOvHE83C/?hl=en,373,84,Reel,"✨ Elevate your elegance with our exquisite 14K Box Chain Gold! ✨

Crafted with precision and designed for versatility, this stunning piece is perfect for layering or wearing solo. The unique box link structure not only adds a modern touch but also ensures durability, making it a timeless addition to your jewelry collection.

Whether you’re dressing up for a special occasion or adding a touch of luxury to your everyday look, this chain is the ideal companion.

🌟 Key Features:
- 14K solid gold for lasting shine
- Lightweight and comfortable
- Available in various lengths to suit your style

Ready to shine? 💛 Tap the link in our bio to shop now and embrace the beauty of simplicity with our 14K Box Chain Gold!

#JewelryGoals #14KGold #BoxChain #TimelessElegance #LuxuryJewelry #accessorizeyourlife",31000,Regional,2025-11-08,Minimal,"Professional,Luxury",TRUE,FALSE,Warm,Null,34700
Jewellery,https://www.instagram.com/p/DQwbOvHE83C/?hl=en,68,5,Reel,"✨ Elevate your elegance with our exquisite 14K Box Chain Gold! ✨

Crafted with precision and designed for versatility, this stunning piece is perfect for layering or wearing solo. The unique box link structure not only adds a modern touch but also ensures durability, making it a timeless addition to your jewelry collection.

Whether you’re dressing up for a special occasion or adding a touch of luxury to your everyday look, this chain is the ideal companion.

🌟 Key Features:
- 14K solid gold for lasting shine
- Lightweight and comfortable
- Available in various lengths to suit your style

Ready to shine? 💛 Tap the link in our bio to shop now and embrace the beauty of simplicity with our 14K Box Chain Gold!

#JewelryGoals #14KGold #BoxChain #TimelessElegance #LuxuryJewelry #accessorizeyourlife",12500,English,2025-08-06,"Minimal,Casual","Professional,Luxury",TRUE,FALSE,"Neutral,Dark",Western,34700
Tanishq,https://www.instagram.com/p/DQ6pBHVEjYU/?hl=en,1128,25,Carousel,"Every bride deserves jewellery that feels like it was made just for her.

We've brought together master karigars who understand the language of jadau, meenakari, and emerald accents that frame your most important moments.

Every piece is designed to layer beautifully, photograph flawlessly, and where every piece carries a story - one you’ll want to pass on.

#tanishq #tanishqjewellery #rivaahbytanishq",,English,2025-11-11,Bridal,"Professional,Luxury",FALSE,FALSE,Warm,Null,1200000
Jewellery,https://www.instagram.com/p/DQ1b36ojFD1/?hl=en,46,1,Reel,"Ultra Premium Italian Diamond Necklace in 92.5 Silver

DM us directly for orders.

📍 Shop No. 4, Akashganga Complex, Opp. Patel Icecream, Amin Marg, Rajkot – Gujarat

📞 +91 77790 97018

#sterlingsilver #925silver #jewellery #viral #trending #fashion #aarnajewels #pinterestinspired #jewelleryinspo #ootd #everydayluxury #ring #bracelet
#silverbracelet #diamondring #minimaljewellery #necklace #diamondnecklaces #diamondbracelet
#enamelnecklace

[aarna jewels, sterling silver, 92.5 silver, necklace, Rajkot, diamond jewellery]",3932,English,2025-11-09,Contemporary,Luxury,TRUE,FALSE,Cool,Western,13200
Jewellery,https://www.instagram.com/p/DQ1lGatDT6_/?hl=en,328,7,Carousel,"Swipe for prices! 🌸
Taking orders through Dm 📥
•Anti tarnish
•Hypoallergenic
•Water Resistant
•Sweat Proof
•Budget friendly
.
.
.
Tags
Anti tarnish jewellery, golden jewellery, affordable jewellery, daily wear, jewellery, luxury at affordable prices, premium quality, unique designs, tarnish free jewellry, hypoallergenic jewellery, water resistant jewellery, gold jewellery, sweat proof, 18k gold plated, sale, discount",,English,2025-11-09,Minimal,Affordable,TRUE,FALSE,Neutral,Null,13600
Jewellery,https://www.instagram.com/reel/DIvQz0Uyfqj/?hl=en,330,2,Reel,"A lot goes behind the screen to deliver the promise!!

#jewellerydesign #jewellery #jewellerydesign #jewelleryphotography #photoshoot #gold #jewellryaddict #jewellerymaker #jewel #reelsviral #reelsinstagram #reelsvideo #antiquejewellery #antiquejewelry #antiquejewelryaddiction #handmade
",48100,English,2025-04-22,Other,Professional,FALSE,FALSE,Dark,Instrumental,43300
Jewellery,https://www.instagram.com/reel/DE9NfIkyrpq/?hl=en,88,2,Reel,"40gms!!

#jewellerydesign #jewelry #jewelleryaddict #jewellery #jewellerymaker #jewelleryphotography #jewel #antiqejewellery #antiquejewellery #antiquebangles #antique #gold #photoshoot #photography #bangles #reelsvideo #reelsinstagram #reelitfeelit #reels",32600,English,2025-01-18,Traditional,Professional,FALSE,FALSE,Neutral,Instrumental,43300
Jewelry,https://www.instagram.com/p/DQyatcRE6ve/?hl=en,732,36,Reel,"Diamonds are forever, just like my love for this stunning piece.
• Sparkle like a diamond and shine bright in every aspect of lite.
• A diamond is a symbol of strength, elegance, and ynmatched beauty.
• In a world full of rocks, be a diamond.
• Wearing my confidence as bright as a diamond.
For more details Contact
+91 95444 66916
#cherukattugoldanddiamonds #trendingreels #clothes #onlineshopping #2025 #trending #instagram #insta #instadaily #jewelry #jew #gold #instapic",70400,English,2025-11-08,Minimal,"Professional,Affordable",TRUE,FALSE,Neutral,Bollywood,57300
Jewelry,https://www.instagram.com/p/DQ1IYglk8DU/?hl=en,28,6,Reel,"For more details Contact
+91 95444 66916
#cherukattugoldanddiamonds #trendingreels #bride #bridal #gold #viralpost #explorepage #onlineshopping #2025 #trending #instagram #insta #instadaily #jewelry #jew #gold #instapic",6900,English,2025-11-09,Bridal,Professional,TRUE,FALSE,Warm,Regional,57300
Jewellery,https://www.instagram.com/p/DOIMItRjbqz/?hl=en,214000,1767,Reel,"Gold and diamond jewellery
Specialist
Royal Dubai Jewellers
7146 airport road
Mississauga
Contact us on WhatsApp 9056761212/ 9056769300
#royaldubaijewellers #22kgoldjewellery #goldviraldesigns#22kgoldset#lates #viral#goldshop#bestjewellerystorenarges #brampton #mississauga
##hindu#muslim#punjab#valentinegiftideas
#goldgirl
#hinduwedding#punjabiwedding#muslimwe ddi#goldoffers
#gta#bramptonjewellers#diamond#fyp#aks haytritiya
#hinduwedding#punjabiwedding#muslimwe ddi#goldoffers#2025",8400000,English,2025-09-03,Traditional,Professional,TRUE,TRUE,Warm,Bollywood,68500
Jewellery,https://www.instagram.com/p/DQiEodpERNz/?hl=en,622,11,Reel,"Gold and diamond jewellery
Specialist
Royal Dubai Jewellers
7146 airport road
Mississauga
Contact us on WhatsApp 9056761212/
9056769300
#royaldubaijewellers
#22kgoldjewellery#viral#trend",54700,English,2025-11-02,"Traditional,Bridal",Professional,TRUE,FALSE,Warm,Instrumental,68500
Jewellery,https://www.instagram.com/p/DQrh2LpCJ7c/?hl=en,61100,94,Carousel,"Who said forever can’t be worn on your wrist?🫣
.
.
.
.
.
.
.
.
.
#caratlane #jewellery #minimal #preciousjewellery #jewelry #aesthetics #classy #finejewelery #everydaywear #dailywear #diamond #diamondjewellery #ring #statementjewellery #DiamondRing #Diamonds #ridatharana #gifting #ridabirthday #birthday",,English,2025-11-05,Minimal,Playful,FALSE,FALSE,Cool,Null,1300000
Jewellery,https://www.instagram.com/p/DQa89W8Acxn/?hl=en,466,14,Carousel,"Take your look to the next level with a stunning twist you'll adore💜✨
.
.
.
.
.
.
.
.
.
#caratlane #jewellery #minimal #preciousjewellery #jewelry #aesthetics #classy #finejewelery #everydaywear #dailywear #diamond #diamondjewellery #ring #statementjewellery #DiamondRing #Diamonds #ridatharana #gifting #ridabirthday #birthday",,English,2025-10-30,Minimal,Luxury,FALSE,FALSE,Warm,Null,1300000
Jewellery,https://www.instagram.com/p/DQRxESWj8Uo/?hl=en,60,7,Reel,"✨2 sided Mango Necklace✨
Beautifully designed and Handcrafted by our team of Jaipuri karigers.

WhatsApp us saying ‘AJOP-3527’ to +919989900002, to know its price.

📍Visit us at Liberty Circle, Basheerbagh
or
Metro Pillar No. 688, JNTU, Kukatpally.

Step into the store nearest to you and explore our stunning collection! (Link in bio)

#ajayomprakashjewellers #jewellery #finejewellery #luxuryjewellery #handmadejewellery #designerjewellery #jewelleryaddict #jewellerygram #jewellerylove #jewellerytrends #jewellerydesign",15400,English,2025-10-26,"Bridal,Traditional","Professional,Luxury",TRUE,FALSE,Warm,Instrumental,98700
Jewellery,https://www.instagram.com/p/DHgdWa7PDUZ/?hl=en,4814,134,Reel,"Classic & Timeless Chandrahaaram with Modern look!

Whatsapp us saying ‘AJOP-3400’ to +919989900002, to know it’s price. 

📌 Visit our Store Ajay Omprakash Jewellers at Liberty Circle, Baseerbagh, Hyderabad (Link in Bio) 

For more details contact us on WhatsApp at +919550170099 or +919989900002 

Shipping Worldwide 🌎",1000000,English,2025-03-22,"Bridal,Traditional","Professional,Luxury",TRUE,TRUE,Warm,Instrumental,98700
Necklace,https://www.instagram.com/p/DQwFzMbEhYr/?hl=en,149,3,Reel,"CLASSY ANTIQUE NECKLACE 👌✨

#citygold #cheruvathur #cheruvathur #citygoldcheruvathur #bridaljewellery #diamondjewellery #trendingjewellery #trendingjewellery #trendingjewellery #necklace #gold #design",23100,Regional,2025-11-07,"Bridal,Traditional",Professional,FALSE,FALSE,Warm,Regional,48600
Trendingcollections,https://www.instagram.com/p/DQtibhZCfY5/?hl=en,527,9,Reel,"City gold and diamonds

Explore elegance like never before. Visit us today!

Store:-
📍Mangalore +91 7593-828062
📍Puttur +91 70907 80916
📍kasaragod +91 91048 05805
📍Cheruvthur +91 90725 99932
📍Uppala +91 95672 93683
📍Citygold kids +91 7593-828064
📍 dubai (UAE) +971 54 309 3205

Visit On: www.citygoldgroups.com

#citygoldgroups #citygoldjewellery#bridaljewelry#trendingcollections#india#uae",42200,English,2025-11-06,"Bridal,Traditional","Professional,Luxury",TRUE,FALSE,Neutral,Regional,48600
Citygold,https://www.instagram.com/p/DPalbHBCVIE/?hl=en,31,0,Image,"Some things are meant to be worn close and felt deeper.

#citygold #citygoldjewellery #kasargode #citygoldgroups
",,English,2025-10-05,"Traditional,Luxury",Luxury,FALSE,FALSE,Cool,Null,48600
Jewellery,https://www.instagram.com/p/DQ8tCGOiIqH/?hl=en,370,3,Reel,"For men who let their accessories speak..
.
.
.
.
.
#goldchain #mensjewellery #menchain #goldchain #pune #jewellery #22caratgold #jyotirlingjewellers
",42100,English,2025-11-12,Contemporary,Luxury,FALSE,FALSE,Warm,Bollywood,138000
Jewellery,https://www.instagram.com/p/DQ8m2BJCLtl/?hl=en,809,47,Reel,"✨️
.
.
.
.
.
#mangalsutralove #mangalsutras #mangalsutradesign #love #22caratgold #jewellery #pune #jyotirlingjewellers",58800,English,2025-11-12,Traditional,Professional,FALSE,FALSE,Warm,Bollywood,138000
Pendant,https://www.instagram.com/p/DQ5sJwYDIZD/?hl=en,17,0,Reel,Rose Gold | MOP Pendant Set | #sagargold #surat #lightweight #rosegold #pendantset,962,English,2025-11-11,Contemporary,"Professional,Luxury",FALSE,FALSE,Neutral,Bollywood,2272
Chain,https://www.instagram.com/p/DQwUttnjPaD/?hl=en,10,0,Reel,Rose Gold | Pearl Chain | Ladies Chain | #sagargold #surat #lightweight #rosegold #ladieschain #pearl,578,English,2025-11-07,Contemporary,"Professional,Luxury",FALSE,FALSE,Neutral,Western,2272
Jewellery,https://www.instagram.com/p/DQ8TbAmE7yP/?hl=en,163,2,Reel,"#Rajshreejewellerss #kasuhara

#kasuharadesigns #antiquecollections

#lightweightjewellery #longhara

#southindianjewellery #newkasuhara

#mysuru #karnatakajewellery

#lessweighthara #lessgramhara

#newdesignhara #pearlharacollections
#gunduchains #vlod
",28400,English,2025-11-12,Traditional,Professional,FALSE,FALSE,Warm,Bollywood,246000
Jewellery,https://www.instagram.com/p/DQ8QhfxE1D3/?hl=en,184,13,Reel,"~bangles
#Rajshreejewellerss #antiquecollections
#antiquebangles
#newbanglescollections #planebangle
#lightweightjewellery #uniquebanglesdesings
#coorgkadadesigns #simhakada
#trendingreels #vlod #menskada",32600,English,2025-11-11,Traditional,Professional,FALSE,FALSE,Warm,Instrumental,246000
Jewellery,https://www.instagram.com/p/DQd4V2cko4i/?hl=en,138,4,Reel,Us in another universe?,8862,English,2025-10-31,Other,Playful,FALSE,FALSE,Warm,Bollywood,23500
Jewellery,https://www.instagram.com/p/DQ3ozUEkh40/?hl=en,31,3,Reel,"Her wish is our command
",5203,English,2025-11-10,Other,Playful,FALSE,FALSE,Warm,Bollywood,23500
Jewellery,https://www.instagram.com/p/DPWPk9ejIPK/?hl=en,185,4,Reel,"Pure 92.5 Silver

Cash ON DELIVERY AVAILABLE

9773012330 For Inquiries

Suitable on all skin type

Handmade

Hallmark Jewellery

Mahalaxmi_ jewellers

#post #treandingreels #explorepage✨ #video #silver #silverjewelry #like #likecommentshare #viral #surat #gujrat #godhra #india #reelsinstagram #boys #kada #silver #jaguar",14500,English,2025-10-03,"Contemporary,Casual",Professional,TRUE,FALSE,Neutral,Bollywood,10100
Jewellery,https://www.instagram.com/p/DPOcoEqj4qR/?hl=en,212,4,Reel,"Pure 92.5 Silver KadaRing

Cash ON DELIVERY AVAILABLE

9773012330 For Inquiries

Suitable on all skin type

Handmade

Hallmark Jewellery

Mahalaxmi_ jewellers

#post #reel #explorepage✨ #viralvídeo #trendingnow #jewellery #like #likecommentshare #godhra #delhi #gujrat #viralvideos #silver #navratri #girls #fashion #girls",15300,English,2025-09-30,Contemporary,Professional,TRUE,FALSE,Cool,Bollywood,10100
Jewellery,https://www.instagram.com/p/DQlim3JDM5R/?hl=en,22,2,Image,"Pure 92.5 Silver

Cash ON DELIVERY AVAILABLE

9773012330 For Inquiries

Suitable on all skin type

Handmade

Hallmark Jewellery

Mahalaxmi_ jewellers

#post #explorepage✨ #trendingnow #like #godhra #gujrat #delhi #india #surat #trendingreels #fish #jewellery #girl #boys #silver",,English,2025-11-03,Traditional,Professional,TRUE,FALSE,Warm,Bollywood,10100
Jewellery,https://www.instagram.com/p/DQ4Lwv1k2_L/?hl=en,1903,16,Reel,"Remember Kusumlei?
The piece that stole everyone’s heart....

We’ve tweaked it a bit this time, made it lightweight and affordable,
so that those who’ve been dreaming of it can finally make it theirs.

So tell us, who’s been dreaming to own one? 😊

#gomtijewellery #gomtijewellerydesigns #gomtioriginals #gomtikusumlei #manipuriweddings #imphal",68000,English,2025-11-10,Bridal,Professional,FALSE,FALSE,Warm,Instrumental,18800
Jewellery,https://www.instagram.com/p/DQ8sOVujGyk/?hl=en,1190,21,Carousel,"Shine brighter with Swarna Palace ✨

Contact 9082501091 / 81080 71223 to order or visit in store
Secured delivery available across India.
Kurla (W), Vidyavihar Mumbai 
Timing 11:00am to 9:00pm

#GoldEarrings #SwarnaPalace #SwarnaPalaceJewellery #GoldJewellery #EverydayGold #GoldStyle #GoldenGlow #TimelessJewels #JewelleryGoals #GoldAddict #DesiLuxury #JewelleryLove #GoldLook #InstaJewellery #JewelleryReel #GoldVibes #FineGoldDesigns",,English,2025-11-12,Traditional,Professional,TRUE,FALSE,Warm,Bollywood,66700
Jewellery,https://www.instagram.com/p/DQ1WvIEjFnS/?hl=en,274,5,Reel,"“Classic charm meets modern minimalism with these gold suidhaga earrings 💛”

Contact 9082501091 / 81080 71223 to order or visit in store
Secured delivery available across India.
📍Kurla (W), Vidyavihar Mumbai
Timing 11:00am to 9:00pm

#swarnapalace #gold #goldjewellery #fyp #explore #trending #viral #scroll #luxuryjewelry #jewelrygoals #goldsuidhaga #earrings #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp",18000,English,2025-11-09,"Minimal,Casual",Professional,TRUE,FALSE,Warm,Bollywood,66700
Jewellery,https://www.instagram.com/p/DQmXO8EjEy7/?hl=en,137,8,Reel,"POV: You just fell in love with this Gold Pendant Set.🫠💛

Weight: 7.270Gms PS
Weight: 4.830Gms CH

Contact 9082501091 / 81080 71223 to order or visit in store
Secured delivery available across India.
📍Kurla (W), Vidyavihar Mumbai
Timing 11:00am to 9:00pm

#swarnapalace #gold #goldjewellery #fyp #explore #trending #viral #scroll #luxuryjewelry #jewelrygoals #goldpendantset #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp #love #forher #fypシ #fypシ❤️💞❤️ #million",12000,English,2025-11-03,Traditional,Professional,TRUE,FALSE,Warm,Bollywood,66700
Jewellery,https://www.instagram.com/p/DQ4ZNFFEllY/?hl=en,136,0,Reel,"Step antique long haram 😍

Finished in just 8.080 Grams

Available now @srisiddhijewelsvijaynagar
Visit now",9334,English,2025-11-10,Traditional,Professional,TRUE,FALSE,Warm,Instrumental,4793
Jewellery,https://www.instagram.com/p/DQa45rPEpRj/?hl=en,3857,12,Image,"22kt 916Hm Antique Necklace
Dm on WhatsApp for purchase 8147195223

Location :Bazar road ,K R Nagar 571602

Note : (40km distance from Mysore )

#choker #tamilnadu #kerala #mumbai #maharastra #ratanjewels #bengaluru #bengaluru #andrapradesh #goldnecklace #jewellery #antiquejewelry #necklace #antiquenecklace",,English,2025-10-30,Traditional,"Professional,Affordable",TRUE,TRUE,Warm,Null,400000
Jewelry,https://www.instagram.com/p/DQ1iyOME_Pe/?hl=en,109,1,Reel,"Thank you @bintibhandari ma’am❤️
We are open from 10:30am-6:30pm🤍
For enquiry: +977-9808291637
☎️: 01-5365138

Visit our showroom for more jewelry collection✨
📍Ason, Tyeuda, Kathmandu

#shreegahanagallery #shreegahana_gallery #goldjewelry #necklace #ranihaar #necklaceset #jewelleryset #bridaljewellery #weddingseason #jewelry #ornaments #nepalijewelry #kathmandu",14000,Hinglish,2025-11-08,"Bridal,Traditional",Professional,TRUE,FALSE,Warm,Regional,17300
Jewelry,https://www.instagram.com/p/DQwXJOOEtfe/?hl=en,46,7,Reel,"We are open from 10:30am-6:30pm🤍
For enquiry: +977-9808291637
☎️: 01-5365138

Visit our showroom for more jewelry collection✨
📍Ason, Tyeuda, Kathmandu

#shreegahanagallery #shreegahana_gallery #goldjewelry #jewelleryset #bridaljewellery #weddingseason #jewelry #ornaments #nepalijewelry #kathmandu",8769,Regional,2025-11-07,Other,Professional,TRUE,FALSE,Neutral,Null,17300
Tanishq,https://www.instagram.com/p/DQ9NqkDkjp_/?hl=en,5925,71,Reel,"There's a reason Gaye Holud is the heart of Bengali weddings. It's where tradition glows the loudest.

We have crafted pieces that belong in those moments: hand-detailed filigree, kalash motifs, and rope-textured bangles that catch the light between blessings and laughter.

For the brides who want gold that feels like her own story, made with the kind of care your rituals deserve.

#tanishq #tanishqjewellery #rivaahbytanishq",773000,English,2025-11-12,Bridal,Traditional,FALSE,FALSE,Warm,Instrumental,1200000
Tanishq,https://www.instagram.com/p/DOn4ujgEsem/?hl=en,687,42,Reel,"Every Pujo is a homecoming! The sound of the dhaak, the scent of shiuli, the first glimpse of Maa.
With #Aabahon by Tanishq, that spirit takes form in gold.

Rooted in Bengal’s sacred traditions, the collection celebrates the splendour of Daaker Shaaj, the grace of Ek Chaal Chaalchitra, and the timeless artistry of filigree. Each piece is an offering where devotion meets design, and heritage finds its place in the present.

The Aabahon collection is here.

#AabahonbyTanishq #tanishq #tanishqjewellery",83200,English,2025-09-15,Traditional,Traditional,TRUE,FALSE,Neutral,Instrumental,1200000
Jewellery,https://www.instagram.com/p/DRB4l-DEswx/?hl=en,37,1,Reel,"Gold that carries stories, bangles that hold memories.❤️

For every bride who believes in the power of tradition and the beauty of gold, these bangles are not just ornaments, but blessings crafted to last a lifetime.✨

📍 BH-7, Sector-2, BH Block, Bidhannagar, Kolkata – 700091

📞 6291530628 | 033-2337560

#psircarjohuree #goldbangles #kolkatajeweller #traditionaljewellery #heritagegold",2724,English,2025-11-13,"Traditional,Bridal","Professional,Luxury",TRUE,FALSE,Warm,Regional,866
Jewellery,https://www.instagram.com/p/DQyzr17gRhF/?hl=en,176,4,Reel,"A Thread of Gold, A Promise for Life.✨

Our gold mangalsutra collection brings alive the essence of sacred bonds, each piece handcrafted to reflect love that stands the test of time.❤️

📍 BH-7, Sector-2, BH Block, Bidhannagar, Kolkata – 700091

📞 6291530628 | 033-2337560

#psircarjohuree #goldmangalsutra #traditionaljewellery #bridaljewellery #kolkatajewellers #mangalsutradesign

[Gold Mangalsutra, Gold Jewellery, Best Jewellery Shop Near Me]",21300,English,2025-11-08,Traditional,"Professional,Luxury",TRUE,FALSE,Neutral,Bollywood,866
Jewellery,https://www.instagram.com/p/DQ3u_a0CQaJ/?hl=en,48,1,Reel,"Don’t just take our word for it! 💎✨
Hear it straight from our delighted client directly from Banglore! 🤩💫
.
.
Your dream jewel is waiting for you — #ShopNow 🛍️💍
.
.
Visit us in-store or contact us today!
☎️📞 8881666699 | 8888880343
.
.
#aumkarjewellers #happyclients #diamondjewelry #hallmarkedjewelry #clientlove #customerreviews #jewelryfeedback #luxuryjewelry #fyp #explorepage #trendingjewelry

[Client Testimonials, Women’s Jewellery, Hallmarked Jewellery, Diamond Jewellery, Jewellery Review]",11200,English,2025-11-09,Other,"Professional,Luxury",TRUE,FALSE,Cool,Null,141000
